first_name,last_name,season,season_type,league,team,games,starts,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus,first_name_norm_x,last_name_norm_x,full_name_norm_x,in_nba,plus_minus,calculated_possessions,plays_used,birth_date,first_name_norm_y,last_name_norm_y,full_name_norm_y
Babbitt,Dupree,2013.0,Full Season,EuroLeague,Pilots,28.0,27.0,805.62,384.0,107.0,210.0,35.0,91.0,65.0,80.0,7.0,17.0,64.0,60.0,0.0,49.0,22.0,0.0,0.0,4.0,62.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.0729,1383.0729,2077.2909,24.7238,0.5711,0.3023,0.26580000000000004,2.3902,11.2217,7.2392,16.5564,1.7081,0.2508,12.7207,4.0299,babbitt,dupree,babbitt|dupree,True,,,,1986-06-11,babbitt,dupree,babbitt|dupree
Babbitt,Dupree,2014.0,Full Season,EuroLeague,Pilots,29.0,27.0,825.34,353.0,98.0,202.0,35.0,99.0,52.0,69.0,10.0,16.0,85.0,106.0,0.0,50.0,24.0,0.0,0.0,6.0,56.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0126,1377.0126,2102.2142,24.5618,0.5327000000000001,0.3289,0.22920000000000001,3.54,15.527,9.3086,22.3335,1.8746,1.1749,13.111,2.3970000000000002,babbitt,dupree,babbitt|dupree,True,,,,1986-06-11,babbitt,dupree,babbitt|dupree
Babbitt,Dupree,2015.0,Full Season,EuroLeague,Pilots,26.0,22.0,700.26,340.0,82.0,177.0,46.0,124.0,38.0,48.0,7.0,14.0,89.0,90.0,0.0,58.0,26.0,0.0,0.0,4.0,64.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.9688,1260.9688,2187.887,26.2051,0.5278,0.41200000000000003,0.1595,3.7942,17.310200000000002,11.0882,25.0427,2.441,0.7771,15.2583,1.1674,babbitt,dupree,babbitt|dupree,True,,,,1986-06-11,babbitt,dupree,babbitt|dupree
Babbitt,Dupree,2017.0,Full Season,EuroLeague,Buffaloes,19.0,16.0,514.19,221.0,72.0,123.0,17.0,52.0,26.0,37.0,4.0,3.0,60.0,65.0,0.0,58.0,18.0,0.0,0.0,2.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.4041,931.4041,2182.7268,23.7523,0.5777,0.29710000000000003,0.2114,1.3747,15.3649,8.9764,25.702,2.2795,0.6701,23.267,-2.2419000000000002,babbitt,dupree,babbitt|dupree,True,,,,1986-06-11,babbitt,dupree,babbitt|dupree
Babbitt,Dupree,2018.0,Full Season,EuroLeague,Broncos,6.0,6.0,182.44,93.0,31.0,62.0,7.0,22.0,10.0,13.0,4.0,5.0,16.0,24.0,0.0,13.0,4.0,0.0,0.0,0.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.6662,318.6662,2096.0426,27.5073,0.5183,0.2619,0.15480000000000002,2.451,12.7607,6.8202,26.7548,0.9467000000000001,0.0,12.6558,-3.6904,babbitt,dupree,babbitt|dupree,True,,,,1986-06-11,babbitt,dupree,babbitt|dupree
Babbitt,Dupree,2010.0,Full Season,NBA,Raptors,69.0,19.0,1367.9833,518.0,234.0,443.0,2.0,15.0,44.0,64.0,25.0,42.0,150.0,101.0,0.0,65.0,39.0,0.0,0.0,25.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2833.5,2652.1017,7669.4751,18.3988,0.5327000000000001,0.0328,0.13970000000000002,3.1976,12.9095,7.9839,13.8424,1.5318,1.8507,11.7933,-2.0633,babbitt,dupree,babbitt|dupree,,-47.0,2833.5,558.0,1986-06-11,babbitt,dupree,babbitt|dupree
Babbitt,Dupree,2011.0,Full Season,NBA,Raptors,59.0,28.0,1413.2333,545.0,211.0,452.0,17.0,61.0,72.0,94.0,36.0,39.0,114.0,104.0,0.0,86.0,34.0,0.0,0.0,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2971.5,2734.0571,7653.3221,20.2994,0.49160000000000004,0.1189,0.1832,2.5057,10.0575,5.8526,13.6272,1.3256000000000001,0.2285,13.4299,-4.5891,babbitt,dupree,babbitt|dupree,,-334.0,2971.5,649.0,1986-06-11,babbitt,dupree,babbitt|dupree
Babbitt,Dupree,2016.0,Full Season,NBA,,43.0,0.0,498.35,107.0,27.0,69.0,15.0,41.0,8.0,15.0,10.0,7.0,46.0,49.0,0.0,41.0,10.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.5,1021.9674,8088.18,13.5159,0.4616,0.3703,0.1381,2.4971,10.3311,6.1343,15.1057,1.0977000000000001,0.6509,26.1201,-5.29,babbitt,dupree,babbitt|dupree,,-96.0,1105.5,159.0,1986-06-11,babbitt,dupree,babbitt|dupree
Badji,Dotson,2012.0,Full Season,EuroLeague,Fighting Camels,7.0,5.0,181.57,33.0,10.0,13.0,2.0,14.0,7.0,10.0,0.0,17.0,25.0,10.0,0.0,14.0,3.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.6383,299.6383,660.092,13.1751,0.5255000000000001,0.5185000000000001,0.3704,11.5916,21.1096,16.1882,10.0822,1.3678,0.8938,30.837,-1.9865,badji,dotson,badji|dotson,False,,,,1986-01-22,badji,dotson,badji|dotson
Badji,Dotson,2013.0,Full Season,EuroLeague,Patriots,24.0,17.0,583.58,208.0,50.0,98.0,22.0,69.0,42.0,51.0,6.0,34.0,89.0,33.0,0.0,34.0,16.0,0.0,0.0,4.0,33.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.4145,999.4145,1645.7579,19.4514,0.549,0.4132,0.3054,7.9169,22.2848,14.2128,13.3236,2.0951,0.2257,15.2166,1.1883,badji,dotson,badji|dotson,False,,,,1986-01-22,badji,dotson,badji|dotson
Badji,Dotson,2014.0,Full Season,EuroCup,Huskies,10.0,1.0,201.11,66.0,14.0,22.0,9.0,23.0,11.0,14.0,2.0,10.0,27.0,12.0,0.0,7.0,6.0,0.0,0.0,2.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.2059,353.2059,1141.5834,14.1788,0.645,0.5111,0.3111,6.1901,19.6568,12.2219,10.3852,1.5036,1.6177000000000001,12.0358,4.0399,badji,dotson,badji|dotson,False,,,,1986-01-22,badji,dotson,badji|dotson
Badji,Dotson,2014.0,Full Season,EuroLeague,Boilermakers,6.0,3.0,99.22,25.0,8.0,16.0,3.0,14.0,0.0,0.0,1.0,7.0,9.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.5751,170.5751,687.6678,16.839,0.4167,0.4667,0.0,7.7502,13.5006,11.2994,10.651299999999999,1.737,0.0,11.7647,-3.5386,badji,dotson,badji|dotson,False,,,,1986-01-22,badji,dotson,badji|dotson
Badji,Dotson,2014.0,Full Season,Spain - ACB,Huskies,27.0,11.0,594.93,213.0,44.0,72.0,33.0,82.0,26.0,39.0,2.0,37.0,78.0,24.0,0.0,29.0,17.0,0.0,0.0,5.0,42.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.3627,1047.3627,2403.07,16.6021,0.6222,0.5325,0.25320000000000004,8.3532,17.2133,13.102,7.5695,1.3876,0.6442,14.4884,1.4993,badji,dotson,badji|dotson,False,,,,1986-01-22,badji,dotson,badji|dotson
Badji,Dotson,2018.0,Full Season,EuroCup,Volunteers,10.0,2.0,178.08,61.0,11.0,16.0,10.0,31.0,9.0,14.0,1.0,6.0,15.0,6.0,0.0,10.0,3.0,0.0,0.0,2.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.2937,319.2937,1156.4713,17.5384,0.5737,0.6596000000000001,0.2979,3.5296000000000003,12.7109,7.7932,7.8282,0.9182,1.2136,15.8328,-2.2084,badji,dotson,badji|dotson,False,,,,1986-01-22,badji,dotson,badji|dotson
Baez,Mejri,2021.0,Full Season,EuroCup,Phoenix,14.0,14.0,429.26,259.0,53.0,103.0,36.0,71.0,45.0,61.0,8.0,8.0,63.0,33.0,0.0,32.0,13.0,0.0,0.0,0.0,20.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.4296,773.4296,1008.9791,25.8882,0.6448,0.40800000000000003,0.3506,1.3578999999999999,18.6504,9.667300000000001,15.7262,1.9558,0.0,13.7433,3.7663,baez,mejri,baez|mejri,False,,,,1990-08-14,baez,mejri,baez|mejri
Bairstow,Barros,2021.0,Full Season,Spain - ACB,Roadrunners,12.0,2.0,78.67,10.0,1.0,1.0,2.0,12.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.2729,147.2729,1534.308,9.5048,0.3602,0.9231,0.15380000000000002,0.0,9.4005,5.7734000000000005,6.7274,2.3284000000000002,0.0,12.5945,-2.4242,bairstow,barros,bairstow|barros,False,,,,1992-05-12,bairstow,barros,bairstow|barros
Baker,Delfino,2021.0,Full Season,EuroCup,Bulldogs,13.0,12.0,250.21,92.0,7.0,13.0,16.0,54.0,30.0,37.0,0.0,6.0,21.0,20.0,0.0,1.0,3.0,0.0,0.0,1.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.5602,465.5602,1051.2866,16.4791,0.5524,0.806,0.5522,3.0108,11.9928,5.9181,15.0604,0.31620000000000004,0.5128,1.1865,0.10200000000000001,baker,delfino,baker|delfino,False,,,,1988-06-20,baker,delfino,baker|delfino
Bako,Gomes,2021.0,Full Season,EuroCup,Terrapins,1.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1665,3.1665,732.1533,24.9227,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,bako,gomes,bako|gomes,False,,,,1997-05-23,bako,gomes,bako|gomes
Balbay,Battie,2021.0,Full Season,Italy - Liga A,Chanticleers,16.0,5.0,269.0,119.0,42.0,69.0,4.0,14.0,23.0,41.0,4.0,15.0,46.0,10.0,0.0,16.0,8.0,0.0,0.0,11.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0946,499.0946,1410.0814,20.7676,0.5889,0.16870000000000002,0.494,6.9624,22.9235,12.7815,7.2455,1.4581,4.7921,13.6705,-1.588,balbay,battie,balbay|battie,False,,,,1997-06-10,balbay,battie,balbay|battie
Balcerowski,Lountzis,2013.0,Full Season,Italy - Liga A,Paladins,30.0,30.0,884.0,549.0,122.0,225.0,66.0,197.0,107.0,133.0,8.0,19.0,62.0,59.0,0.0,92.0,43.0,0.0,0.0,0.0,93.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687.5887,1687.5887,2300.3895,29.9055,0.5713,0.46680000000000005,0.31520000000000004,2.2649,9.199,5.0887,11.7081,2.847,0.0,16.0693,-1.0051,balcerowski,lountzis,balcerowski|lountzis,True,,,,1987-09-24,balcerowski,lountzis,balcerowski|lountzis
Balcerowski,Lountzis,2017.0,Full Season,NBA,Mavericks,17.0,0.0,231.2167,106.0,20.0,50.0,15.0,45.0,21.0,29.0,5.0,1.0,21.0,26.0,1.0,21.0,8.0,12.0,8.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,444.1719,7599.5565,26.2701,0.4918,0.4737,0.3053,1.5634000000000001,9.9951,5.2429,19.668,1.6086,0.0,16.3094,-3.7252,balcerowski,lountzis,balcerowski|lountzis,,-85.0,497.0,131.0,1987-09-24,balcerowski,lountzis,balcerowski|lountzis
Balcerowski,Lountzis,2018.0,Full Season,NBA,Celtics,4.0,0.0,39.9333,34.0,8.0,11.0,6.0,12.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,79.4421,9714.0825,29.2469,0.7391000000000001,0.5217,0.0,0.0,9.9866,5.238,24.7502,0.0,0.0,11.538499999999999,4.1196,balcerowski,lountzis,balcerowski|lountzis,,-1.0,88.0,26.0,1987-09-24,balcerowski,lountzis,balcerowski|lountzis
Baldi,Harper,2021.0,Full Season,EuroCup,Chippewas,13.0,4.0,226.26,76.0,7.0,26.0,18.0,45.0,8.0,9.0,2.0,8.0,21.0,2.0,0.0,12.0,8.0,0.0,0.0,1.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0522,403.0522,944.1355,18.7666,0.5069,0.6338,0.1268,4.8433,11.8228,8.9257,4.4291,1.7305000000000001,0.5192,13.7994,-5.4858,baldi,harper,baldi|harper,False,,,,1999-02-17,baldi,harper,baldi|harper
Balsa,Fields,2021.0,Full Season,EuroCup,Chippewas,5.0,1.0,49.29,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8036,87.8036,944.1355,5.9438,0.375,1.0,0.0,0.0,10.3787,4.96,6.6515,0.0,0.0,33.3333,-6.7498000000000005,balsa,fields,balsa|fields,False,,,,2000-02-16,balsa,fields,balsa|fields
Balvin,Ceballos,2017.0,Full Season,EuroCup,Volunteers,2.0,2.0,35.83,11.0,4.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5544,66.5544,1040.2033,20.4265,0.42310000000000003,0.3846,0.0,0.0,3.6135,2.1113,14.0306,1.8259,0.0,18.75,-9.9753,balvin,ceballos,balvin|ceballos,True,,,,1991-08-07,balvin,ceballos,balvin|ceballos
Balvin,Ceballos,2015.0,Full Season,NBA,Kings,3.0,0.0,33.0833,8.0,1.0,4.0,1.0,2.0,3.0,6.0,0.0,0.0,2.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,65.7193,7888.3045,16.8463,0.463,0.33330000000000004,1.0,0.0,8.0269,3.3153,40.2882,3.3199,0.0,31.6456,-4.1078,balvin,ceballos,balvin|ceballos,,23.0,75.5,12.0,1991-08-07,balvin,ceballos,balvin|ceballos
Balvin,Ceballos,2018.0,Full Season,NBA,Jazz,5.0,0.0,15.1,12.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,30.1874,8954.2731,26.0466,0.7732,0.6667000000000001,0.6667000000000001,0.0,6.9144,5.2052,0.0,0.0,0.0,11.4155,0.1389,balvin,ceballos,balvin|ceballos,,-8.0,33.5,9.0,1991-08-07,balvin,ceballos,balvin|ceballos
Bam,Slay,2013.0,Full Season,EuroCup,Friars,6.0,6.0,152.61,65.0,22.0,36.0,2.0,5.0,15.0,17.0,1.0,4.0,29.0,10.0,0.0,12.0,5.0,0.0,0.0,2.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.7902,266.7902,419.5533,20.3663,0.6704,0.122,0.4146,3.1796,26.8194,14.3341,13.0252,1.7367,1.8481,19.8413,2.3799,bam,slay,bam|slay,False,,,,1982-10-23,bam,slay,bam|slay
Bam,Slay,2014.0,Full Season,EuroCup,Lumberjacks,10.0,8.0,313.51,120.0,47.0,77.0,3.0,12.0,17.0,32.0,4.0,12.0,59.0,16.0,0.0,29.0,14.0,0.0,0.0,7.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.7992,573.7992,732.0822,20.6068,0.5821000000000001,0.1348,0.35960000000000003,5.4993,25.1751,14.898,12.0864,2.3645,1.8998,21.9564,0.029300000000000003,bam,slay,bam|slay,False,,,,1982-10-23,bam,slay,bam|slay
Banks,Scrubb,2016.0,Full Season,EuroCup,Chippewas,2.0,0.0,20.63,6.0,0.0,3.0,1.0,2.0,3.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5002,37.5002,736.1738,22.7695,0.44380000000000003,0.4,0.8,5.4132,21.7597,14.3987,0.0,7.691,0.0,30.7377,-7.8972,banks,scrubb,banks|scrubb,False,,,,1990-04-28,banks,scrubb,banks|scrubb
Barber,Tarlac,2021.0,Full Season,EuroCup,Mountaineers,9.0,9.0,290.29,132.0,16.0,39.0,22.0,46.0,34.0,39.0,5.0,3.0,20.0,53.0,0.0,33.0,9.0,0.0,0.0,0.0,28.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.9023,540.9023,745.3119,21.9072,0.646,0.5412,0.45880000000000004,1.6013000000000002,8.1396,6.4856,32.9301,1.7205,0.0,24.4155,-0.3241,barber,tarlac,barber|tarlac,False,,,,1993-03-09,barber,tarlac,barber|tarlac
Barea,Alexander,2021.0,Full Season,EuroLeague,Golden Panthers,2.0,0.0,24.11,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6417,43.6417,1746.7595,14.7572,0.188,0.5,0.75,6.2018,19.0866,9.8414,5.6946,0.0,0.0,27.322400000000002,-16.5049,barea,alexander,barea|alexander,False,,,,1999-02-23,barea,alexander,barea|alexander
Barford,Jones,2021.0,Full Season,Spain - ACB,Fighting Irish,2.0,0.0,24.97,11.0,0.0,3.0,2.0,3.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2039,45.2039,1519.3013,24.1754,0.6366,0.5,1.0,0.0,4.3962,1.7696,0.0,0.0,0.0,31.6456,-12.9983,barford,jones,barford|jones,False,,,,1994-09-12,barford,jones,barford|jones
Barford,Jones Jr.,2017.0,Full Season,NBA,Celtics,5.0,0.0,17.0167,10.0,2.0,3.0,1.0,1.0,3.0,6.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,34.1322,9667.9976,17.3836,0.753,0.25,1.0,12.5193,14.899000000000001,14.1167,29.7108,0.0,0.0,0.0,9.7954,barford,jones jr.,barford|jones jr.,,1.0,34.5,6.0,,,,
Barford,Jones Jr.,2018.0,Full Season,NBA,,15.0,0.0,79.95,16.0,6.0,11.0,1.0,7.0,1.0,2.0,3.0,5.0,7.0,9.0,0.0,10.0,5.0,5.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,162.8041,9559.8703,15.8662,0.402,0.38970000000000005,0.10890000000000001,8.4436,11.1391,9.1269,14.2873,2.8957,1.3313000000000001,34.3109,-5.0346,barford,jones jr.,barford|jones jr.,,-38.0,172.0,29.0,,,,
Barford,Jones Jr.,2019.0,Full Season,NBA,76ers,6.0,0.0,39.45,22.0,6.0,9.0,2.0,6.0,4.0,4.0,1.0,2.0,1.0,5.0,0.0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,83.2648,9575.9827,18.8878,0.6563,0.4,0.2667,6.5621,1.8683,4.8025,21.6814,2.6316,0.0,5.6306,4.6826,barford,jones jr.,barford|jones jr.,,-11.0,90.5,18.0,,,,
Bargnani,Turiaf,2021.0,Full Season,EuroLeague,Black Bears,21.0,12.0,564.95,275.0,70.0,125.0,33.0,68.0,36.0,45.0,4.0,17.0,72.0,24.0,0.0,26.0,25.0,0.0,0.0,7.0,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.347,982.347,1757.3534,21.7072,0.6461,0.3523,0.23320000000000002,3.0442,17.6391,9.9924,10.7258,2.24,0.9438000000000001,10.8878,3.0038,bargnani,turiaf,bargnani|turiaf,False,,,,1994-05-23,bargnani,turiaf,bargnani|turiaf
Bargnani,Turiaf,2021.0,Full Season,Italy - Liga A,Black Bears,16.0,13.0,395.0,226.0,62.0,93.0,20.0,59.0,42.0,49.0,2.0,10.0,46.0,51.0,0.0,16.0,17.0,0.0,0.0,4.0,16.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.2448,719.2448,1383.8634,23.3348,0.6511,0.38820000000000005,0.3224,4.1356,15.6586,8.501,23.0842,2.393,1.4824,8.4406,8.6709,bargnani,turiaf,bargnani|turiaf,False,,,,1994-05-23,bargnani,turiaf,bargnani|turiaf
Barnies,Robertson,2021.0,Full Season,EuroLeague,Braves,5.0,1.0,16.46,4.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3648,27.3648,1595.998,22.528,0.33330000000000004,0.5,0.0,0.0,16.5518,10.2169,0.0,3.4484,0.0,14.2857,-15.0111,barnies,robertson,barnies|robertson,False,,,,1993-04-10,barnies,robertson,barnies|robertson
Baron,Lacombe,2016.0,Full Season,Spain - ACB,River Hawks,26.0,15.0,534.16,196.0,64.0,132.0,18.0,51.0,14.0,19.0,4.0,25.0,85.0,12.0,0.0,25.0,18.0,0.0,0.0,2.0,70.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.6976,946.6976,2410.3392,20.3271,0.5121,0.2787,0.1038,5.9623,22.1573,13.2499,4.2109,2.4472,1.0598,11.5548,-5.3779,baron,lacombe,baron|lacombe,True,,,,1990-08-07,baron,lacombe,baron|lacombe
Baron,Lacombe,2015.0,Full Season,NBA,Knicks,51.0,1.0,671.9833,199.0,73.0,179.0,11.0,30.0,20.0,26.0,5.0,31.0,75.0,40.0,0.0,35.0,15.0,0.0,0.0,11.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.5,1276.5461,7543.5866,17.5013,0.4514,0.14350000000000002,0.12440000000000001,4.4812,13.1887,8.9088,10.3743,1.1093,1.3448,13.7018,-5.3268,baron,lacombe,baron|lacombe,,-80.0,1368.5,257.0,1990-08-07,baron,lacombe,baron|lacombe
Baron,Lacombe,2018.0,Full Season,NBA,Lakers,17.0,0.0,227.7333,75.0,8.0,25.0,17.0,47.0,8.0,8.0,1.0,0.0,38.0,7.0,8.0,6.0,4.0,8.0,7.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,476.0695,8322.1573,15.1869,0.49660000000000004,0.6528,0.1111,0.0,16.5895,9.858,2.4578,0.7244,1.7659,7.3602,-3.7688,baron,lacombe,baron|lacombe,,11.0,497.0,82.0,1990-08-07,baron,lacombe,baron|lacombe
Barrera,Krimmer,2021.0,Full Season,EuroCup,Rams,14.0,6.0,270.55,46.0,5.0,15.0,7.0,19.0,15.0,16.0,0.0,15.0,25.0,16.0,0.0,2.0,7.0,0.0,0.0,3.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.943,481.943,1006.4424,7.7561,0.5604,0.5588000000000001,0.4706,8.525,13.4644,8.8359,9.1265,1.7948,1.1658,4.6468,2.6385,barrera,krimmer,barrera|krimmer,False,,,,1991-11-17,barrera,krimmer,barrera|krimmer
Barrett,Stackhouse,2021.0,Full Season,EuroCup,Redbirds,14.0,0.0,121.72,48.0,20.0,34.0,0.0,0.0,8.0,10.0,1.0,17.0,15.0,4.0,0.0,7.0,6.0,0.0,0.0,2.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.9866,218.9866,1005.6905,18.0712,0.625,0.0,0.29410000000000003,18.0109,16.4255,18.7639,6.4501,2.4603,1.5501,15.4185,1.9475,barrett,stackhouse,barrett|stackhouse,False,,,,2003-10-03,barrett,stackhouse,barrett|stackhouse
Barrett,Stackhouse,2021.0,Full Season,Spain - ACB,Redbirds,16.0,4.0,198.41,70.0,31.0,44.0,0.0,0.0,8.0,11.0,2.0,16.0,26.0,6.0,0.0,7.0,8.0,0.0,0.0,20.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.3374,355.3374,1370.6056,13.7251,0.7166,0.0,0.25,11.6638,16.682,15.025,3.527,2.2568,11.1369,12.5358,7.9111,barrett,stackhouse,barrett|stackhouse,False,,,,2003-10-03,barrett,stackhouse,barrett|stackhouse
Bartoli,Catanella,2014.0,Full Season,EuroLeague,Gators,1.0,0.0,6.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9669,10.9669,1706.3812,16.1377,0.0,1.0,0.0,0.0,44.8504,21.0746,0.0,0.0,16.617,50.0,-16.1213,bartoli,catanella,bartoli|catanella,True,,,,1979-11-10,bartoli,catanella,bartoli|catanella
Bartoli,Catanella,2014.0,Full Season,Spain - ACB,Gators,1.0,0.0,16.93,2.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2526,30.2526,2591.0434,26.553,0.1429,0.2857,0.0,9.2661,7.128,8.8534,8.5868,7.105,6.3804,22.2222,-8.7849,bartoli,catanella,bartoli|catanella,True,,,,1979-11-10,bartoli,catanella,bartoli|catanella
Bartoli,Catanella,2010.0,Full Season,NBA,Lakers,105.0,38.0,3251.8667,1104.0,365.0,710.0,68.0,223.0,170.0,252.0,63.0,244.0,756.0,313.0,0.0,178.0,90.0,0.0,0.0,80.0,311.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,6602.5,6239.4458,9727.9482,16.917,0.5288,0.23900000000000002,0.2701,9.5932,25.1367,17.6932,17.2299,1.4346,1.5676,14.5677,2.1322,bartoli,catanella,bartoli|catanella,,409.0,6602.5,1256.0,1979-11-10,bartoli,catanella,bartoli|catanella
